Id,SalePrice
1461,125276.02119626627
1462,164552.8550521804
1463,185581.07423828606
1464,191568.55179798108
1465,190523.91136864544
1466,177550.9742207054
1467,169447.05488923143
1468,171791.21356856832
1469,179409.6231789054
1470,124862.05074868293
1471,201737.02018988397
1472,96170.72476018054
1473,100036.67837503288
1474,154695.68516090952
1475,121802.09919170728
1476,395538.9686752929
1477,254711.0954937909
1478,292575.8296197988
1479,301927.88503694284
1480,492993.90713231836
1481,321137.4616185901
1482,199998.08634924254
1483,182769.0634996964
1484,172132.5291605989
1485,177856.90696019676
1486,197820.82898868175
1487,325977.8335807442
1488,229018.6233134127
1489,205261.723258072
1490,219348.71713251408
1491,197406.92705076534
1492,97761.81634372532
1493,180016.13480510446
1494,293705.61802071094
1495,280940.8117350228
1496,236243.02251778968
1497,184182.89522856785
1498,160028.9481875062
1499,160159.65420379813
1500,158173.11189908313
1501,171463.4282564144
1502,155053.07187831303
1503,290788.5477839702
1504,225628.33226174006
1505,218760.6726174739
1506,179330.68394314882
1507,237216.50898111015
1508,203133.52814429277
1509,158520.5081621398
1510,146343.65723955343
1511,148931.12598069268
1512,174034.71827141749
1513,140554.80350799777
1514,159822.53317569764
1515,188022.06478269226
1516,151628.546528584
1517,159679.77339572512
1518,132592.73394070525
1519,221858.15120368393
1520,136054.48189212725
1521,139760.93318639742
1522,168152.12603087156
1523,115184.35008767081
1524,122605.92626055397
1525,125281.5290864933
1526,121273.24012593701
1527,103718.32390993857
1528,128675.62572127646
1529,145467.12828754535
1530,166931.27105879263
1531,118060.77692537247
1532,98148.09361559546
1533,148559.93446255758
1534,118061.38784933822
1535,156710.46486189144
1536,113303.5348999787
1537,78506.04192152526
1538,140414.815197639
1539,188269.52531059616
1540,116146.17776318103
1541,141774.10071637973
1542,130328.04177050486
1543,199046.48337510353
1544,82509.39016874363
1545,100000.36019717327
1546,124999.27887030852
1547,134810.65797763338
1548,125446.10315249981
1549,104953.02553662431
1550,135632.8827914772
1551,116118.90422018243
1552,131349.9941292812
1553,140412.32010009108
1554,118242.96429709418
1555,172709.5400110092
1556,80840.0626241593
1557,111738.31033168653
1558,94081.68558973096
1559,90364.78672121765
1560,136821.44555735702
1561,142042.81814414295
1562,130397.16917718077
1563,121155.31883657696
1564,164604.96942404078
1565,149587.0954276238
1566,224533.83016973545
1567,78880.62434710348
1568,230103.24134760167
1569,144686.18759515474
1570,136666.5830099742
1571,120711.90824972099
1572,143908.11454785895
1573,234739.89478626577
1574,120179.06366235898
1575,227597.3705323351
1576,235705.66622027077
1577,192942.2207156037
1578,146402.81265907935
1579,140831.5462203352
1580,189087.43775942782
1581,143252.1168572112
1582,126509.97236207777
1583,330021.8855863195
1584,238737.57589229732
1585,143129.21919653428
1586,78237.10008608729
1587,101146.01061598155
1588,147473.9963011924
1589,108615.45701630466
1590,135365.57599423992
1591,93703.03863131219
1592,130814.02422734511
1593,115835.56492758659
1594,125580.82202995886
1595,120435.99159575444
1596,218976.87413360376
1597,184375.4490973371
1598,189975.55791790623
1599,168277.53860385137
1600,178342.3230933206
1601,63863.01758195438
1602,110019.1641673428
1603,72209.01566341174
1604,281085.8143259174
1605,247916.00697678904
1606,162762.522366956
1607,162266.91703381523
1608,218043.19001212768
1609,184645.84659919512
1610,155433.79481321893
1611,147805.87083665509
1612,181512.42067524412
1613,177507.27795947803
1614,120821.8989250781
1615,84674.56529770234
1616,75020.26838828763
1617,91057.36546633948
1618,125640.43767204985
1619,137919.8394956114
1620,167426.4419448538
1621,145368.85480272456
1622,140931.02484524617
1623,284077.99709734874
1624,220487.4360785549
1625,123034.1652404561
1626,167847.9972862418
1627,188054.26607509138
1628,269723.17484924383
1629,169016.55064657255
1630,356696.37099273875
1631,200053.10171427234
1632,229205.4289419912
1633,167182.79655034142
1634,186553.21106619554
1635,180652.32151487606
1636,165174.8451494837
1637,191231.22056394618
1638,192132.7800840691
1639,175384.76283459784
1640,260889.45113010742
1641,174417.38183068554
1642,233878.26325536342
1643,218721.5011312798
1644,223945.59436296966
1645,197503.9757268373
1646,158225.7441750373
1647,159203.09661648233
1648,136149.1185292659
1649,139781.3972932272
1650,114921.50289645235
1651,119982.41139811631
1652,96554.06554205403
1653,97075.11962792439
1654,152440.2835186344
1655,143187.3485909635
1656,148070.02609406514
