Id,SalePrice
1461,124820.86830438666
1462,164984.48462587016
1463,178271.32032365823
1464,186972.10002817417
1465,190716.70064714903
1466,176648.30403256943
1467,175132.72177402835
1468,167260.81951818583
1469,181535.4516632685
1470,121857.79799726041
1471,200754.28169807055
1472,95437.11290961517
1473,101737.65156705302
1474,152356.0366130845
1475,124036.13857537603
1476,376509.9410741184
1477,256811.79140737507
1478,283431.89849600865
1479,275533.10774717375
1480,546137.9737688054
1481,319407.94939124765
1482,201962.21231393723
1483,176792.2017028523
1484,169079.60283350246
1485,179380.01716821565
1486,195612.0939362938
1487,306887.6977235746
1488,234610.48352556667
1489,220011.2663767597
1490,231848.6153527016
1491,194248.05773498758
1492,95886.74759116153
1493,187305.13628757294
1494,307367.4488688606
1495,298187.8602333875
1496,233007.52997846596
1497,180966.2225417233
1498,168751.90679686828
1499,164927.7922337391
1500,155771.89949429492
1501,175623.12450418618
1502,153327.16285623735
1503,282579.327837557
1504,234978.99106548325
1505,225673.78011223042
1506,177591.92552336928
1507,259040.15361633713
1508,197049.08048927458
1509,165301.6652416913
1510,148989.99750986157
1511,153342.6853087803
1512,172840.1426069231
1513,147407.39986528916
1514,152529.7522090813
1515,185199.9279141178
1516,151313.83289303776
1517,156137.49978226412
1518,132931.777515234
1519,224171.86750893763
1520,136292.92784205318
1521,137670.97467539227
1522,165544.04096145972
1523,115583.03209942929
1524,127631.93686711966
1525,123873.3768835463
1526,111761.45095214492
1527,107443.83177590066
1528,129390.4888207363
1529,144200.21360686023
1530,173602.76025351236
1531,111991.83585791837
1532,97366.83366360972
1533,139956.023401604
1534,125366.15428267363
1535,151192.94437774838
1536,110107.64353983554
1537,68636.14166747616
1538,141423.9840534161
1539,189608.2391898352
1540,90376.69993897356
1541,137689.23798577362
1542,144115.075657482
1543,191680.20762862466
1544,81618.01895145737
1545,99436.86106177763
1546,114449.19393720002
1547,135703.67165529387
1548,129716.98459869505
1549,113985.92598925292
1550,137845.90076171418
1551,109485.20836157049
1552,132644.79833012127
1553,142067.37273937318
1554,117590.6791747771
1555,169245.5648626155
1556,87747.99246900802
1557,108720.76429476142
1558,91960.47332295292
1559,71590.04490036776
1560,135792.25781534798
1561,131250.35921894747
1562,130162.26946005921
1563,119327.00366880636
1564,157946.45095714205
1565,149076.98774112854
1566,228872.94982167968
1567,83493.59781996162
1568,243380.01125271452
1569,145179.8894286893
1570,136050.69709273207
1571,115816.09366629127
1572,144067.8918342864
1573,234918.34700144676
1574,113602.86505101259
1575,223842.2178302443
1576,229961.64228294615
1577,189772.70907442537
1578,146440.6809846958
1579,137261.09938171366
1580,188670.9713989272
1581,153497.92445786338
1582,127773.48784917471
1583,324234.99217447476
1584,230980.2096714263
1585,146440.6809846958
1586,78784.40071783931
1587,102865.17248278265
1588,146203.18854004648
1589,107554.63647899489
1590,135680.75766766368
1591,101647.1956714189
1592,133096.56476834914
1593,121301.04848811615
1594,123559.53298906068
1595,113703.34331991753
1596,244225.03389057744
1597,180109.53188914852
1598,196870.18187531552
1599,162574.94560524766
1600,166450.9351766298
1601,67789.20519724367
1602,115333.00896413717
1603,61587.157247425144
1604,278630.0028257874
1605,241408.21593386718
1606,162950.883265466
1607,180046.05774640536
1608,213981.26281277015
1609,194133.6762796532
1610,154451.85054950754
1611,149543.97616403623
1612,176135.64461845
1613,172604.12192673114
1614,124172.69269479328
1615,87514.43689563786
1616,79140.50732994746
1617,86967.94007338541
1618,123777.0278218127
1619,140092.51408731745
1620,167274.08775684744
1621,137527.4692988988
1622,139551.7985387618
1623,267163.2053636602
1624,219415.91875699477
1625,116809.01887277715
1626,165852.8268153603
1627,180561.5771357933
1628,266557.6388905793
1629,176279.90231225296
1630,398694.9145162796
1631,208658.67543969702
1632,239423.6714589151
1633,170859.35616972158
1634,180264.65558610443
1635,177161.75662538287
1636,166693.14563134057
1637,194526.06281587775
1638,195370.7334191091
1639,180753.43221943596
1640,258401.7140557054
1641,173590.59623838245
1642,234978.99106548325
1643,225729.5033789496
1644,230286.6040802901
1645,192969.0625598935
1646,156726.34268752378
1647,160294.10136036543
1648,134549.72493750785
1649,139512.0696104848
1650,110543.21920152409
1651,123531.3314448486
1652,100911.94614096555
1653,96079.23898277222
1654,151137.3010624759
1655,139693.5537443709
1656,145989.7523657217
1657,153558.7113939043
1658,150058.6625820436
1659,128909.39250354422
1660,155118.78561341463
1661,476309.1737297066
1662,408479.1856474957
1663,385973.9055588176
1664,529163.5798800963
1665,303775.3788132614
1666,318115.1405940984
1667,369723.81086595554
1668,341527.6959863047
1669,286377.5361251244
1670,350595.3933175043
1671,281590.68700750417
1672,484117.75449279224
1673,295940.39372947434
1674,253404.83117456757
1675,195239.9198729642
1676,190978.58950917472
1677,213202.64859573523
1678,532335.5424993833
1679,408957.8707306726
1680,333092.918499759
1681,239749.51498721418
1682,305134.6996724445
1683,182302.37340483678
1684,176053.95228084046
1685,175815.63197727693
1686,174190.99171086232
1687,166117.07019915356
1688,189293.24919792332
1689,192160.41895095608
1690,193833.4151178735
1691,178538.26035603232
1692,253989.66543855585
1693,170859.35616972158
1694,179233.10843976281
1695,170037.92026495334
1696,283406.7933444549
1697,167086.52315410876
1698,357120.3447133829
1699,321802.44243138406
1700,256946.4438061708
1701,265201.6636526479
1702,247833.54253462024
1703,248933.234033551
1704,286416.3939838022
1705,227799.74495489744
1706,354861.59509909054
1707,213988.96814278178
1708,218574.71939720077
1709,269116.94611890445
1710,223983.60460283997
1711,260470.7614725615
1712,257201.1923551902
1713,282265.07623969007
1714,225334.9053329109
1715,203703.83237398267
1716,176768.91284561343
1717,169894.27786595965
1718,135469.07833184148
1719,198713.29010639878
1720,240732.8251909113
1721,160572.2965332475
1722,124758.96409494554
1723,155426.52718676187
1724,211501.63646358746
1725,240659.5686217641
1726,187545.48678931186
1727,162643.63657144853
1728,176746.09516340678
1729,163704.29614924846
1730,152903.40965652376
1731,121964.50013417444
1732,133751.36630331315
1733,123090.99467203421
1734,120794.8636316289
1735,129596.63461151397
1736,113620.37320220695
1737,309305.41387349216
1738,233837.96201690834
1739,267094.0780820186
1740,226178.56529985604
1741,192989.14980318616
1742,173921.40877692171
1743,174318.7542233695
1744,278981.83738403046
1745,219586.02759127843
1746,187021.4298764837
1747,218522.18215116847
1748,215646.93380688725
1749,152611.90377804998
1750,133536.2993454807
1751,238167.88423245907
1752,118801.67286452485
1753,149547.44593898574
1754,176470.69615532542
1755,169994.19358770075
1756,128752.33430570217
1757,119366.65216249421
1758,149089.35211556344
1759,158822.79069717508
1760,164638.07720736542
1761,149833.16807398063
1762,174859.34018406764
1763,177183.67746816363
1764,116549.8790501975
1765,155947.60158165026
1766,178892.44302262279
1767,237179.73430684794
1768,142364.6280866267
1769,164902.6897208909
1770,151775.18256553521
1771,124877.02840960081
1772,136503.9839245986
1773,124419.11488938941
1774,138719.5652169729
1775,141205.44944026123
1776,128542.07889358059
1777,113381.96875994137
1778,139303.72900426463
1779,113684.59737698377
1780,167747.33063410743
1781,132437.5422385782
1782,92164.42067035701
1783,141163.4700314382
1784,88479.7650667439
1785,116556.6541062051
1786,143665.10326274563
1787,154926.0610150923
1788,60333.86445830203
1789,96746.54837802505
1790,75291.29124627817
1791,173752.1591679167
1792,156137.49978226412
1793,133521.16019948403
1794,145681.37922252016
1795,136566.1677494416
1796,123706.56487349747
1797,112797.22121955037
1798,122026.8831509904
1799,109727.29888101916
1800,134196.16585440157
1801,129262.73591089211
1802,135934.1835512817
1803,150221.49453371242
1804,139348.1749051923
1805,138375.55647145433
1806,129895.7054753091
1807,135427.52421216777
1808,113258.73636752857
1809,119006.96789666552
1810,140655.3206154545
1811,102788.81816092001
1812,95044.92073991065
1813,123476.71129450078
1814,96885.7403382795
1815,54771.26214797586
1816,93950.18619158426
1817,114823.5520166521
1818,133976.72688989586
1819,124370.53513724492
1820,58852.24686138567
1821,108891.64215907411
1822,147837.55945021944
1823,52026.80921687045
1824,129730.18987962493
1825,133472.24615436187
1826,103460.51883233726
1827,106883.3403881014
1828,136997.1362143201
1829,114549.08270627071
1830,142580.65260929824
1831,148097.5513980712
1832,86976.34948874559
1833,139010.54881287855
1834,117372.14404716615
1835,132838.98930319253
1836,124392.50094798059
1837,96857.6917152482
1838,125681.87693632311
1839,87063.65586944834
1840,154970.7226944619
1841,133790.2808745746
1842,78703.67497653783
1843,132045.31209124735
1844,138161.37727136447
1845,139598.7884680894
1846,156094.0734171831
1847,175404.8077376377
1848,50721.01200069604
1849,112318.5561455602
1850,118898.67613461478
1851,152234.99175462563
1852,124335.0956830137
1853,135957.889703339
1854,173817.42653356097
1855,150436.9482683118
1856,222599.84360926316
1857,148987.6452109947
1858,138703.2098984602
1859,123480.54258116578
1860,153534.93265981358
1861,121681.37710564518
1862,285685.83434693306
1863,279420.11424944917
1864,279420.11424944917
1865,316685.1735822035
1866,319895.21022286476
1867,237209.58160208882
1868,310987.15513180685
1869,201710.82867140498
1870,240927.2243892356
1871,250488.15659224484
1872,176135.64461845
1873,241352.43645128826
1874,143833.89935777342
1875,194824.52236944204
1876,195847.22972609542
1877,213112.22065088793
1878,195844.67943720642
1879,129720.54654467417
1880,136821.53031798216
1881,256946.4438061708
1882,241408.21593386718
1883,199809.98985266342
1884,212612.63520745697
1885,228768.24491976813
1886,293096.19062655914
1887,213253.26560871414
1888,268933.567921234
1889,174176.63183677406
1890,130052.81527068507
1891,132583.43492122434
1892,108018.44150543158
1893,126457.55455680136
1894,132861.09616818884
1895,140755.4055325852
1896,122938.83259526259
1897,126078.1575309616
1898,111599.44544860748
1899,148003.5755041969
1900,149013.64965214298
1901,165003.40467048663
1902,146360.04415539044
1903,206495.34054554632
1904,138627.78885922596
1905,204796.60999457413
1906,147777.06004163588
1907,213756.43603462988
1908,114198.15790118529
1909,141358.06340233816
1910,123873.3768835463
1911,209018.70859467078
1912,297119.3182709006
1913,146508.8435864634
1914,52827.33238670798
1915,332555.0352277465
1916,68571.05317465452
1917,245113.97365887894
1918,142551.62050743125
1919,174442.30768380215
1920,164921.6209732514
1921,383075.9692079181
1922,314025.3145360228
1923,212830.8666077751
1924,229180.70190502616
1925,208921.52590743193
1926,378948.1330656673
1927,139138.89954237896
1928,163394.2076811064
1929,129892.0510935777
1930,135071.3492190012
1931,142353.88138925712
1932,140829.28326367488
1933,177183.67746816363
1934,179707.04210098236
1935,172723.79280750197
1936,177585.43471240028
1937,176237.91047159693
1938,177141.9306035405
1939,241936.78972879148
1940,190438.9541929853
1941,168445.29910916492
1942,174083.15831909623
1943,197424.23444104535
1944,355067.30124188797
1945,384127.6013195705
1946,149476.3212840226
1947,232144.1684037134
1948,172768.18242240918
1949,232964.93820922298
1950,185845.2777942791
1951,249708.62972499873
1952,216820.88826071387
1953,171735.34070923066
1954,177476.48591645889
1955,132637.16175270162
1956,268893.9668049834
1957,152592.0722902649
1958,306768.91671777546
1959,148989.99750986157
1960,115435.87309104625
1961,119971.22476966272
1962,102450.83586547106
